volcano_number	name	country	volcanic_region	volcano_type	tectonic_setting	evidence_category	elevation_m	last_eruption_year	longitude	latitude
355125	Incahuasi, Nevado de	Chile-Argentina	Central Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	6638		-68.296	-27.033
355130	Ojos del Salado, Nevados	Chile-Argentina	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	6879	750	-68.541	-27.109
355131	Solo, El	Chile-Argentina	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	6205		-68.713	-27.105
355160	Aracar	Argentina	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	6095		-67.783	-24.29
355161	Central Andean Arc at 25.1°S	Argentina	Central Andean Volcanic Arc	Pyroclastic cone	Subduction zone / Continental crust (> 25 km)	Evidence Credible	4652		-68.266	-25.078
355190	Condor, El	Argentina	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	6373		-68.361	-26.632
355200	Peinado	Argentina	Central Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	5741		-68.116	-26.623
355210	Blanco, Cerro	Argentina	Central Andean Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Dated	4670	-2300	-67.746	-26.7657
355220	Tipas	Argentina	Central Andean Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Evidence Credible	6658		-68.561	-27.196
357010	Tupungatito	Chile-Argentina	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	5660	1987	-69.797	-33.425
357020	San Jose	Chile-Argentina	Southern Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	6070	1960	-69.895	-33.789
357021	Maipo	Chile-Argentina	Southern Andean Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	5323	1912	-69.832	-34.164
357022	Palomo	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	4860		-70.295	-34.608
357023	Atuel, Caldera del	Argentina	Southern Andean Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Evidence Credible	5189		-69.921	-34.592
357024	Risco Plateado	Argentina	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	4999		-69.981	-34.917
357030	Tinguiririca	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	4280	1917	-70.352	-34.814
357040	Planchon-Peteroa	Chile	Southern Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3977	2025	-70.568	-35.223
357041	Infiernillo	Argentina	Southern Andean Volcanic Arc	Volcanic field	Intraplate / Continental crust (> 25 km)	Eruption Dated	3007	-6890	-69.9	-35.123
357042	Calabozos	Chile	Southern Andean Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Evidence Credible	3508		-70.496	-35.558
357050	Descabezado Grande	Chile	Southern Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3953	1933	-70.75	-35.58
357060	Azul, Cerro	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3788	1967	-70.761	-35.653
357061	Maule, Laguna del	Chile	Southern Andean Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2162	-50	-70.492	-36.058
357062	San Pedro-Pellado	Chile	Southern Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Evidence Credible	3621		-70.849	-35.989
357063	Longavi, Nevado de	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	3175	-4890	-71.1641	-36.1959
357064	Blancas, Lomas	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	2268		-71.009	-36.286
357065	Resago, Volcan	Chile	Southern Andean Volcanic Arc	Pyroclastic cone	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1890		-70.9033	-36.4606
357066	Payun Matru	Argentina	Southern Andean Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Eruption Dated	3715	-5050	-69.241	-36.422
357070	Chillan, Nevados de	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3180	2022	-71.378	-36.868
357072	Tromen Volcanic Plateau	Argentina	Southern Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	4114	1822	-70.033	-37.144
357080	Antuco	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2979	1869	-71.349	-37.406
357090	Copahue	Chile-Argentina	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2953	2024	-71.183	-37.856
357091	Callaqui	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3099	1980	-71.4464	-37.9276
357093	Tolhuaca	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	2739	-4000	-71.645	-38.31
357100	Lonquimay	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2832	1990	-71.586	-38.379
357102	Blanca, Laguna	Argentina	Southern Andean Volcanic Arc	Volcanic field	Intraplate / Continental crust (> 25 km)	Evidence Credible	1700		-70.37	-39.02
357110	Llaima	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3125	2009	-71.729	-38.692
357111	Sollipulli	Chile	Southern Andean Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2282	1240	-71.52	-38.97
357112	Caburgua-Huelemolle	Chile	Southern Andean Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1652	-5050	-71.75	-39.25
357120	Villarrica	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2847	2025	-71.93	-39.42
357121	Quetrupillan	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2360	255	-71.722	-39.496
357122	Lanin	Chile-Argentina	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	3776	560	-71.502	-39.637
357123	Huanquihue Group	Argentina	Southern Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2189	1750	-71.58	-39.887
357130	Mocho-Choshuenco	Chile	Southern Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2422	1937	-72.027	-39.927
357140	Carran-Los Venados	Chile	Southern Andean Volcanic Arc	Pyroclastic cone(s)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1114	1979	-72.07	-40.35
357150	Puyehue-Cordon Caulle	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2236	2012	-72.117	-40.59
357153	Antillanca Volcanic Complex	Chile	Southern Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1979	-230	-72.15	-40.783
357160	Puntiagudo-Cordon Cenizos	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2493	1850	-72.264	-40.969
358010	Osorno	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2659	1869	-72.496	-41.105
358011	Tronador	Chile-Argentina	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	3478		-71.885	-41.157
358012	Cayutue-La Vigueria	Chile	Southern Andean Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Eruption Dated	506	-190	-72.27	-41.3
358020	Calbuco	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1974	2015	-72.618	-41.33
358022	Yate	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2187	1090	-72.396	-41.755
358023	Hornopiren	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1572	340	-72.431	-41.874
358024	Apagado	Chile	Southern Andean Volcanic Arc	Pyroclastic cone	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1210	-590	-72.58	-41.88
358025	Crater Basalt Volcanic Field	Argentina	Southern Andean Volcanic Arc	Volcanic field	Intraplate / Continental crust (> 25 km)	Evidence Credible	1344		-70.194	-42.018
358030	Huequi	Chile	Southern Andean Volcanic Arc	Lava dome(s)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1318	1920	-72.578	-42.377
358040	Michinmahuida	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2452	1835	-72.445	-42.799
358041	Chaiten	Chile	Southern Andean Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1122	2011	-72.6514	-42.8349
358049	Yanteles	Chile	Southern Andean Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1790	-6650	-72.782	-43.469
358050	Corcovado	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1826	-4920	-72.794	-43.189
358052	Melimoyu	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2400	200	-72.88	-44.08
358053	Puyuhuapi	Chile	Southern Andean Volcanic Arc	Pyroclastic cone(s)	Subduction zone / Continental crust (> 25 km)	Evidence Credible	524		-72.53	-44.3
358054	Mentolat	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1603	1710	-73.0767	-44.6931
358055	Cay	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	2090		-72.984	-45.059
358056	Maca	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2960	1560	-73.17	-45.1
358057	Hudson, Cerro	Chile	Southern Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1905	2011	-72.97	-45.9
358060	Lautaro	Chile	Austral Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3542	1979	-73.504	-49.019
358062	Aguilera	Chile	Austral Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2546	-1253	-73.75	-50.33
358063	Reclus	Chile	Austral Andean Volcanic Arc	Pyroclastic cone	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1403	1908	-73.5802	-50.9395
358064	Meullin	Chile	Southern Andean Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1080		-73.05	-45.22
358070	Burney, Monte	Chile	Austral Andean Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1758	1910	-73.4	-52.33
358090	Fueguino	Chile	Austral Andean Volcanic Arc	Lava dome(s)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	157	1820	-70.262	-54.97
