volcano_number	name	country	volcanic_region	volcano_type	tectonic_setting	evidence_category	elevation_m	last_eruption_year	longitude	latitude
241020	Auckland Volcanic Field	New Zealand	Western North Island Volcanic Province	Volcanic field	Intraplate / Continental crust (> 25 km)	Eruption Dated	260	1446	174.81	-36.89
241021	Tuhua/Mayor Island	New Zealand	Taupo Volcanic Arc	Shield	Subduction zone / Continental crust (> 25 km)	Eruption Dated	355	-5055	176.25	-37.28
241030	Taranaki	New Zealand	Western North Island Volcanic Province	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2518	1800	174.07	-39.3
241040	Whakaari/White Island	New Zealand	Taupo Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	294	2026	177.18	-37.52
241050	Okataina	New Zealand	Taupo Volcanic Arc	Lava dome(s)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1111	1981	176.5069	-38.1569
241070	Taupo	New Zealand	Taupo Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Dated	760	260	175.893	-38.7811
241080	Tongariro	New Zealand	Taupo Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1978	2012	175.632	-39.157
241100	Ruapehu	New Zealand	Taupo Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2797	2007	175.57	-39.28
241101	Clark	New Zealand	Southern Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Unrest / Holocene	-860		177.839	-36.446
241102	Tangaroa	New Zealand	Southern Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Unrest / Holocene	-600		178.028	-36.321
241110	Rumble V	New Zealand	Southern Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Unrest / Holocene	-400		178.196	-36.142
241120	Rumble IV	New Zealand	Southern Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Unrest / Holocene	-500		178.05	-36.13
241130	Rumble III	New Zealand	Southern Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-220	2008	178.478	-35.745
241131	Rumble II West	New Zealand	Southern Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Unrest / Holocene	-1200		178.527	-35.353
241140	Healy	New Zealand	Southern Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Dated	-980	1360	178.973	-35.004
241150	Brothers	New Zealand	Southern Kermadec Volcanic Arc	Caldera	Subduction zone / Oceanic crust (< 15 km)	Unrest / Holocene	-1350		179.0667	-34.875
242001	Wright	New Zealand	Middle Kermadec Volcanic Arc	Stratovolcano(es)	Subduction zone / Oceanic crust (< 15 km)	Unrest / Holocene	-900		-179.18	-31.85
242005	Havre Seamount	New Zealand	Middle Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-897	2012	-179.033	-31.08
242010	Curtis Island	New Zealand	Middle Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Unrest / Holocene	47		-178.556	-30.543
242021	Macauley	New Zealand	Middle Kermadec Volcanic Arc	Caldera	Subduction zone / Oceanic crust (< 15 km)	Eruption Dated	238	-4360	-178.475	-30.21
242022	Giggenbach	New Zealand	Middle Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Unrest / Holocene	-65		-178.712	-30.036
242030	Raoul Island	New Zealand	Northern Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	516	2006	-177.92	-29.27
242050	Monowai	New Zealand	Northern Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-132	2014	-177.188	-25.887
243001	Kermadec Arc at 24.8°S	Tonga	Northern Kermadec Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Unrest / Holocene	-385		-177.02	-24.8
243010	Tofua Arc at 21.3°S	Tonga	Tofua Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-68	1932	-175.65	-21.338
243011	Tofua Arc at 21.1°S	Tonga	Tofua Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Evidence Credible	-65		-175.75	-21.15
243030	Tofua Arc at 20.9°S	Tonga	Tofua Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-296	2017	-175.55	-20.852
243040	Hunga Tonga-Hunga Ha'apai	Tonga	Tofua Volcanic Arc	Caldera	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	114	2022	-175.3841	-20.5532
243050	Fonuafo'ou	Tonga	Tofua Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-17	1936	-175.42	-20.32
243060	Tofua	Tonga	Tofua Volcanic Arc	Caldera	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	515	2026	-175.07	-19.75
243061	Kao	Tonga	Tofua Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	1009	1847	-175.016	-19.668
243070	Lateiki	Tonga	Tofua Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	43	2019	-174.87	-19.18
243080	Home Reef	Tonga	Tofua Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-10	2026	-174.775	-18.992
243090	Late	Tonga	Tofua Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	540	1854	-174.65	-18.806
243091	Tofua Arc at 18.3°S	Tonga	Tofua Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-40	2019	-174.365	-18.325
243100	Fonualei	Tonga	Tofua Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	188	1957	-174.317	-18.023
243101	Tafahi	Tonga	Tofua Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Evidence Uncertain	546		-173.747	-15.854
243102	Curacoa	Tonga	Tofua Volcanic Arc	Complex	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-33	1979	-173.67	-15.62
243110	Niuafo'ou	Tonga	Northeast Lau Basin Volcano Group	Shield	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	260	1946	-175.63	-15.6
243111	Dugong	Tonga	Northeast Lau Basin Volcano Group	Shield		Evidence Uncertain	-1170		-175.725	-15.431
243112	Lobster	Tonga	Northeast Lau Basin Volcano Group	Shield		Evidence Uncertain	-1500		-176.283	-15.333
243120	Tafu-Maka	Tonga	Northeast Lau Basin Volcano Group	Fissure vent	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	-1400	2008	-174.23	-15.37
243130	West Mata	Tonga	Northeast Lau Basin Volcano Group	Fissure vent(s)	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-1174	2009	-173.75	-15.1
243140	Niuatahi	Tonga	Northeast Lau Basin Volcano Group	Caldera	Subduction zone / Oceanic crust (< 15 km)	Unrest / Holocene	-1270		-174.0028	-15.3675
245010	Taveuni	Fiji	Fiji Volcanic Arc	Shield	Subduction zone / Crustal thickness unknown	Eruption Dated	1241	1550	-179.9644	-16.8412
245030	Nabukelevu	Fiji	Fiji Volcanic Arc	Lava dome(s)	Subduction zone / Crustal thickness unknown	Eruption Dated	791	1660	177.9815	-19.1181
251001	Blup Blup	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	402		144.605	-3.507
251002	Kadovar	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	365	2023	144.588	-3.608
251010	Bam	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	685	1960	144.818	-3.613
251020	Manam	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1807	2026	145.037	-4.08
251030	Karkar	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1839	1979	145.976	-4.647
251041	Hankow Reef	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	-5		146.717	-4.883
251050	Long Island	Papua New Guinea	Bismarck Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1263	1993	147.105	-5.3144
251060	Umboi	Papua New Guinea	Bismarck Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1335		147.892	-5.592
251070	Ritter Island	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	75	2007	148.115	-5.519
251080	Sakar	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	947		148.0836	-5.4098
252010	Langila	Papua New Guinea	Bismarck Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1330	2026	148.42	-5.525
252040	Dakataua	Papua New Guinea	Bismarck Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Dated	408	1895	150.0996	-5.0455
252050	Bola	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1116		150.038	-5.141
252060	Garua Harbour	Papua New Guinea	Bismarck Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	565		150.07	-5.3
252070	Krummel-Garbuna-Welcker	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	564	2008	150.027	-5.416
252071	Lolo	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	796		150.509	-5.466
252080	Witori	Papua New Guinea	Bismarck Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	724	2012	150.5161	-5.5745
252090	Sulu Range	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Unrest / Holocene	610		150.942	-5.5
252100	Hargy	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1148	950	151.1	-5.33
252110	Bamus	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2248	1886	151.23	-5.2
252120	Ulawun	Papua New Guinea	Bismarck Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2334	2025	151.33	-5.05
252130	Lolobau	Papua New Guinea	Bismarck Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	878	1912	151.1617	-4.9156
252140	Rabaul	Papua New Guinea	Bismarck Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	688	2014	152.1937	-4.2459
252150	Tavui	Papua New Guinea	Bismarck Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Dated	200	-4946	152.2134	-4.1089
255010	Balbi	Papua New Guinea	Bougainville Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Evidence Credible	2715		155.0008	-5.9156
255011	Billy Mitchell	Papua New Guinea	Bougainville Volcanic Arc	Caldera	Subduction zone / Crustal thickness unknown	Eruption Dated	1544	1580	155.2254	-6.0898
255020	Bagana	Papua New Guinea	Bougainville Volcanic Arc	Lava cone	Subduction zone / Crustal thickness unknown	Eruption Observed	1855	2026	155.196	-6.137
255021	Takuan Group	Papua New Guinea	Bougainville Volcanic Arc	Compound	Subduction zone / Crustal thickness unknown	Evidence Credible	2210		155.608	-6.442
255030	Loloru	Papua New Guinea	Bougainville Volcanic Arc	Compound	Subduction zone / Crustal thickness unknown	Eruption Dated	1887	-1050	155.62	-6.52
255050	Simbo	Solomon Islands	Solomon Volcanic Province	Stratovolcano(es)	Subduction zone / Crustal thickness unknown	Eruption Dated	335	1910	156.52	-8.292
255052	Kana Keoki	Solomon Islands	Solomon Volcanic Province	Stratovolcano	Subduction zone / Crustal thickness unknown	Evidence Credible	-700		157.03	-8.75
255053	Coleman Seamount	Solomon Islands	Solomon Volcanic Province	Stratovolcano	Subduction zone / Crustal thickness unknown	Evidence Credible	-717		157.16	-8.841
255060	Kavachi	Solomon Islands	Solomon Volcanic Province	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	-20	2014	157.979	-8.991
255061	New Georgia at 8.9°S	Solomon Islands	Solomon Volcanic Province	Stratovolcano	Subduction zone / Crustal thickness unknown	Evidence Credible	-240		158.03	-8.92
255070	Savo	Solomon Islands	Solomon Volcanic Province	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	455	1847	159.8119	-9.1324
256010	Tinakula	Solomon Islands	Vanuatu Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	796	2024	165.804	-10.386
257001	Motlav	Vanuatu	Vanuatu Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Evidence Credible	411		167.67	-13.67
257010	Suretamatai	Vanuatu	Vanuatu Volcanic Arc	Complex	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	921	1966	167.47	-13.8
257020	Gaua	Vanuatu	Vanuatu Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	729	2022	167.514	-14.281
257030	Ambae	Vanuatu	Vanuatu Volcanic Arc	Shield	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	1496	2026	167.835	-15.389
257040	Ambrym	Vanuatu	Vanuatu Volcanic Arc	Shield(pyroclastic)	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	1334	2024	168.12	-16.25
257050	Lopevi	Vanuatu	Vanuatu Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	1413	2007	168.346	-16.507
257060	East Epi	Vanuatu	Vanuatu Volcanic Arc	Stratovolcano(es)	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	833	2023	168.3893	-16.6797
257070	Kuwae	Vanuatu	Vanuatu Volcanic Arc	Caldera	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	-2	1974	168.5227	-16.8304
257081	Nguna-Emau	Vanuatu	Vanuatu Volcanic Arc	Stratovolcano(es)	Subduction zone / Intermediate crust (15-25 km)	Evidence Credible	589		168.353	-17.4522
257090	Traitor's Head	Vanuatu	Vanuatu Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	817	1881	169.238	-18.754
257100	Yasur	Vanuatu	Vanuatu Volcanic Arc	Stratovolcano	Subduction zone / Intermediate crust (15-25 km)	Eruption Observed	361	2026	169.447	-19.532
258001	Gemini-Oscostar	Vanuatu	Vanuatu Volcanic Arc	Stratovolcano	Rift zone / Oceanic crust (< 15 km)	Eruption Observed	-33	1996	170.13	-20.957
258010	Matthew Island	France - claimed by Vanuatu	Vanuatu Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	177	1956	171.32	-22.33
258020	Hunter Island	France - claimed by Vanuatu	Vanuatu Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	297	1903	172.05	-22.4
266020	Ambang	Indonesia	Sangihe Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1795	2005	124.42	0.75
266030	Soputan	Indonesia	Sangihe Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1785	2020	124.737	1.112
266100	Lokon-Empung	Indonesia	Sangihe Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1580	2015	124.7992	1.3644
266110	Mahawu	Indonesia	Sangihe Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1299	1977	124.865	1.352
266120	Klabat	Indonesia	Sangihe Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Unrest / Holocene	1968		125.031	1.454
266130	Tangkoko-Duasudara	Indonesia	Sangihe Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1334	1880	125.185	1.518
267010	Ruang	Indonesia	Sangihe Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	703	2024	125.3671	2.3058
267020	Karangetang	Indonesia	Sangihe Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	1797	2023	125.407	2.781
267030	Banua Wuhu	Indonesia	Sangihe Volcanic Arc	Complex	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-5	1919	125.4422	3.1463
267040	Awu	Indonesia	Sangihe Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	1318	2004	125.447	3.689
268001	Tarakan	Indonesia	Halmahera Volcanic Arc	Pyroclastic cone(s)	Subduction zone / Oceanic crust (< 15 km)	Evidence Credible	317		127.825	1.832
268010	Dukono	Indonesia	Halmahera Volcanic Arc	Complex	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	1273	2026	127.8783	1.6992
268020	Tobaru	Indonesia	Halmahera Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Evidence Credible	1035		127.67	1.63
268030	Ibu	Indonesia	Halmahera Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	1357	2026	127.6324	1.4941
268040	Gamkonora	Indonesia	Halmahera Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	1635	2007	127.53	1.38
268050	Todoko-Ranu	Indonesia	Halmahera Volcanic Arc	Caldera(s)	Subduction zone / Oceanic crust (< 15 km)	Evidence Credible	979		127.4556	1.2389
268051	Jailolo	Indonesia	Halmahera Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Evidence Credible	993		127.439	1.08
268052	Hiri	Indonesia	Halmahera Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Evidence Credible	687		127.317	0.8971
268060	Gamalama	Indonesia	Halmahera Volcanic Arc	Stratovolcano(es)	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	1714	2018	127.3322	0.81
268061	Kie Matubu	Indonesia	Halmahera Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Dated	1713	1210	127.4029	0.6623
268062	Mare	Indonesia	Halmahera Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Evidence Credible	308		127.4	0.57
268063	Moti	Indonesia	Halmahera Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Evidence Credible	927		127.411	0.454
268070	Kie Besi	Indonesia	Halmahera Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	1357	1988	127.4	0.32
271011	Melebingoy	Philippines	Mindanao Volcanic Province	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1824	1641	124.892	6.113
271020	Matutum	Philippines	Mindanao Volcanic Province	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	2262	1290	125.0765	6.3604
271031	Leonard Range	Philippines	Eastern Philippine Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1080	80	126.047	7.382
271040	Makaturing	Philippines	Mindanao Volcanic Province	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1818	1882	124.317	7.644
271060	Ragang	Philippines	Mindanao Volcanic Province	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2790	1916	124.507	7.691
271070	Musuan	Philippines	Mindanao Volcanic Province	Lava dome	Subduction zone / Continental crust (> 25 km)	Evidence Uncertain	610		125.0697	7.8765
271080	Camiguin	Philippines	Mindanao Volcanic Province	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1552	1953	124.673	9.203
272020	Kanlaon	Philippines	Negros-Sulu Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2422	2026	123.13	10.4096
272050	Cabalían	Philippines	Eastern Philippine Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	912	1820	125.218	10.285
272080	Biliran	Philippines	Eastern Philippine Volcanic Arc	Compound	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1301	1939	124.535	11.523
273010	Bulusan	Philippines	Eastern Philippine Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1535	2025	124.056	12.769
273030	Mayon	Philippines	Eastern Philippine Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2462	2026	123.685	13.257
273041	Iriga	Philippines	Eastern Philippine Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Evidence Credible	1138		123.451	13.458
273042	Isarog	Philippines	Eastern Philippine Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1966	-3500	123.38	13.658
273050	Banahaw	Philippines	Luzon Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Evidence Credible	2158		121.48	14.07
273060	San Pablo Volcanic Field	Philippines	Luzon Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1090	1350	121.3	14.12
273070	Taal	Philippines	Luzon Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	311	2026	120.9975	14.0106
273083	Pinatubo	Philippines	Luzon Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1486	2021	120.35	15.13
273090	Cagua	Philippines	Luzon Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1133	1860	122.123	18.222
274010	Camiguin de Babuyanes	Philippines	Luzon Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	712	1857	121.86	18.83
274020	Didicas	Philippines	Luzon Volcanic Arc	Compound	Subduction zone / Crustal thickness unknown	Eruption Observed	228	1978	122.202	19.077
274030	Babuyan Claro	Philippines	Luzon Volcanic Arc	Stratovolcano(es)	Subduction zone / Crustal thickness unknown	Eruption Observed	1064	1924	121.95	19.524
274060	Iraya	Philippines	Luzon Volcanic Arc	Stratovolcano	Subduction zone / Crustal thickness unknown	Eruption Observed	1009	1454	122.01	20.469
281031	Kueishantao	Taiwan	Ryukyu Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	361	1853	121.953	24.841
281032	Tatun Volcanic Group	Taiwan	Ryukyu Volcanic Arc	Lava dome(s)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1120	648	121.553	25.178
282010	Submarine Volcano NNE of Iriomotejima	Japan	Ryukyu Volcanic Arc	Stratovolcano	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	-200	1924	123.93	24.57
282020	Io-Torishima	Japan	Ryukyu Volcanic Arc	Complex	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	212	1968	128.223	27.881
282021	Yokoatejima	Japan	Ryukyu Volcanic Arc	Stratovolcano(es)	Subduction zone / Oceanic crust (< 15 km)		495	1835	128.9958	28.7994
282022	Akusekijima	Japan	Ryukyu Volcanic Arc	Stratovolcano(es)	Subduction zone / Oceanic crust (< 15 km)	Evidence Uncertain	555		129.594	29.465
282030	Suwanosejima	Japan	Ryukyu Volcanic Arc	Stratovolcano(es)	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	796	2026	129.714	29.638
282040	Nakanoshima	Japan	Ryukyu Volcanic Arc	Stratovolcano(es)	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	979	1914	129.857	29.859
282043	Kuchinoshima	Japan	Ryukyu Volcanic Arc	Stratovolcano(es)	Subduction zone / Oceanic crust (< 15 km)	Eruption Dated	628	1190	129.926	29.968
282050	Kuchinoerabujima	Japan	Ryukyu Volcanic Arc	Stratovolcano(es)	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	657	2020	130.217	30.443
282060	Kikai	Japan	Ryukyu Volcanic Arc	Caldera	Subduction zone / Oceanic crust (< 15 km)	Eruption Observed	704	2025	130.305	30.793
282070	Ata	Japan	Ryukyu Volcanic Arc	Caldera(s)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	924	885	130.57	31.22
282080	Aira	Japan	Ryukyu Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1117	2026	130.6589	31.5772
282081	Yonemaru-Sumiyoshiike	Japan	Ryukyu Volcanic Arc	Maar(s)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	40	-6200	130.592	31.771
282090	Kirishimayama	Japan	Ryukyu Volcanic Arc	Shield	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1700	2025	130.862	31.934
282091	Fukue	Japan	Nankai Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Eruption Dated	315	-400	128.849	32.657
282100	Unzendake	Japan	Nankai Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1483	1996	130.299	32.761
282110	Asosan	Japan	Nankai Volcanic Arc	Caldera	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1592	2021	131.085	32.8849
282120	Kujusan	Japan	Nankai Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	1791	1996	131.249	33.086
282130	Yufu-Tsurumi	Japan	Nankai Volcanic Arc	Lava dome(s)	Subduction zone / Continental crust (> 25 km)	Eruption Observed		867	131.39	33.282
283001	Abu	Japan	Nankai Volcanic Arc	Volcanic field	Subduction zone / Continental crust (> 25 km)	Eruption Dated	641	-6850	131.5167	34.4833
283002	Sanbesan	Japan	Nankai Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1126	650	132.622	35.141
283010	Izu-Tobu	Japan	Izu Volcanic Arc	Pyroclastic cone(s)	Subduction zone / Continental crust (> 25 km)		580	1989	139.095	34.903
283020	Hakoneyama	Japan	Izu Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)	Eruption Dated	1438	2015	139.021	35.233
283030	Fujisan	Japan	Izu Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	3776	1708	138.728	35.361
283031	Yokodake	Japan	Northeast Japan Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)		2480	1200	138.32	36.0875
283040	Ontakesan	Japan	Nankai Volcanic Arc	Complex	Subduction zone / Continental crust (> 25 km)		3067	2014	137.4806	35.8931
283050	Hakusan	Japan	Nankai Volcanic Arc	Stratovolcano	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2702	1659	136.771	36.155
283060	Norikuradake	Japan	Nankai Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Dated	3026	-50	137.554	36.106
283069	Akandanayama	Japan	Nankai Volcanic Arc	Stratovolcano		Evidence Credible	2109		137.573	36.2
283070	Yakedake	Japan	Nankai Volcanic Arc	Stratovolcano(es)	Subduction zone / Continental crust (> 25 km)	Eruption Observed	2455	1995	137.587	36.227
